# Simulation 6 (Up to date)
# 3268 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (538 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
138.541,NaN,5.509e4,NaN
138.542,NaN,5.508e4,NaN
138.543,NaN,5.508e4,NaN
138.544,NaN,5.508e4,NaN
138.545,NaN,5.508e4,NaN
138.546,NaN,5.508e4,NaN
138.547,NaN,5.508e4,NaN
138.548,NaN,5.508e4,NaN
138.549,NaN,5.508e4,NaN
138.55,NaN,5.508e4,NaN
138.551,NaN,5.508e4,NaN
138.552,NaN,5.508e4,NaN
138.553,NaN,5.508e4,NaN
138.554,NaN,5.508e4,NaN
138.555,NaN,5.508e4,NaN
138.557,NaN,5.508e4,NaN
138.558,NaN,5.508e4,NaN
138.559,NaN,5.508e4,NaN
138.56,NaN,5.508e4,NaN
138.561,NaN,5.508e4,NaN
138.562,NaN,5.508e4,NaN
138.563,NaN,5.507e4,NaN
138.565,NaN,5.507e4,NaN
138.566,NaN,5.507e4,NaN
138.567,NaN,5.507e4,NaN
138.568,NaN,5.507e4,NaN
138.57,NaN,5.507e4,NaN
138.571,NaN,5.507e4,NaN
138.572,NaN,5.507e4,NaN
138.573,NaN,5.507e4,NaN
138.575,NaN,5.507e4,NaN
138.576,NaN,5.507e4,NaN
138.577,NaN,5.507e4,NaN
138.579,NaN,5.507e4,NaN
138.58,NaN,5.507e4,NaN
138.581,NaN,5.507e4,NaN
138.583,NaN,5.507e4,NaN
138.584,NaN,5.507e4,NaN
138.586,NaN,5.507e4,NaN
138.587,NaN,5.506e4,NaN
138.588,NaN,5.506e4,NaN
138.59,NaN,5.506e4,NaN
138.591,NaN,5.506e4,NaN
138.593,NaN,5.506e4,NaN
138.594,NaN,5.506e4,NaN
138.596,NaN,5.506e4,NaN
138.597,NaN,5.506e4,NaN
138.599,NaN,5.506e4,NaN
138.601,NaN,5.506e4,NaN
138.602,NaN,5.506e4,NaN
138.604,NaN,5.506e4,NaN
138.605,NaN,5.506e4,NaN
138.607,NaN,5.506e4,NaN
138.609,NaN,5.506e4,NaN
138.61,NaN,5.505e4,NaN
138.612,NaN,5.505e4,NaN
138.614,NaN,5.505e4,NaN
138.616,NaN,5.505e4,NaN
138.617,NaN,5.505e4,NaN
138.619,NaN,5.505e4,NaN
138.621,NaN,5.505e4,NaN
138.623,NaN,5.505e4,NaN
138.625,NaN,5.505e4,NaN
138.627,NaN,5.505e4,NaN
138.628,NaN,5.505e4,NaN
138.63,NaN,5.505e4,NaN
138.632,NaN,5.505e4,NaN
138.634,NaN,5.505e4,NaN
138.636,NaN,5.504e4,NaN
138.638,NaN,5.504e4,NaN
138.641,NaN,5.504e4,NaN
138.643,NaN,5.504e4,NaN
138.645,NaN,5.504e4,NaN
138.647,NaN,5.504e4,NaN
138.649,NaN,5.504e4,NaN
138.651,NaN,5.504e4,NaN
138.654,NaN,5.504e4,NaN
138.656,NaN,5.504e4,NaN
138.658,NaN,5.504e4,NaN
138.661,NaN,5.504e4,NaN
138.663,NaN,5.503e4,NaN
138.666,NaN,5.503e4,NaN
138.668,NaN,5.503e4,NaN
138.671,NaN,5.503e4,NaN
138.673,NaN,5.503e4,NaN
138.676,NaN,5.503e4,NaN
138.678,NaN,5.503e4,NaN
138.681,NaN,5.503e4,NaN
138.684,NaN,5.503e4,NaN
138.687,NaN,5.503e4,NaN
138.689,NaN,5.503e4,NaN
138.692,NaN,5.502e4,NaN
138.695,NaN,5.502e4,NaN
138.698,NaN,5.502e4,NaN
138.701,NaN,5.502e4,NaN
138.704,NaN,5.502e4,NaN
138.707,NaN,5.502e4,NaN
138.711,NaN,5.502e4,NaN
138.714,NaN,5.502e4,NaN
138.717,NaN,5.502e4,NaN
138.721,NaN,5.502e4,NaN
138.724,NaN,5.501e4,NaN
138.728,NaN,5.501e4,NaN
138.731,NaN,5.501e4,NaN
138.735,NaN,5.501e4,NaN
138.738,NaN,5.501e4,NaN
138.742,NaN,5.501e4,NaN
138.746,NaN,5.501e4,NaN
138.75,NaN,5.501e4,NaN
138.754,NaN,5.5e4,NaN
138.758,NaN,5.5e4,NaN
138.763,NaN,5.5e4,NaN
138.767,NaN,5.5e4,NaN
138.771,NaN,5.5e4,NaN
138.776,NaN,5.5e4,NaN
138.781,NaN,5.5e4,NaN
138.785,NaN,5.5e4,NaN
138.79,NaN,5.499e4,NaN
138.795,NaN,5.499e4,NaN
138.8,NaN,5.499e4,NaN
138.806,NaN,5.499e4,NaN
138.811,NaN,5.499e4,NaN
138.817,NaN,5.499e4,NaN
138.822,NaN,5.499e4,NaN
138.828,NaN,5.498e4,NaN
138.834,NaN,5.498e4,NaN
138.84,NaN,5.498e4,NaN
138.847,NaN,5.498e4,NaN
138.853,NaN,5.498e4,NaN
138.86,NaN,5.498e4,NaN
138.867,NaN,5.497e4,NaN
138.874,NaN,5.497e4,NaN
138.881,NaN,5.497e4,NaN
138.889,NaN,5.497e4,NaN
138.897,NaN,5.497e4,NaN
138.905,NaN,5.496e4,NaN
138.914,NaN,5.496e4,NaN
138.922,NaN,5.496e4,NaN
138.931,NaN,5.496e4,NaN
138.941,NaN,5.496e4,NaN
138.951,NaN,5.495e4,NaN
138.961,NaN,5.495e4,NaN
138.971,NaN,5.495e4,NaN
138.982,NaN,5.495e4,NaN
138.994,NaN,5.494e4,NaN
139.006,NaN,5.494e4,NaN
139.019,NaN,5.494e4,NaN
139.032,NaN,5.494e4,NaN
139.045,NaN,5.493e4,NaN
139.06,NaN,5.493e4,NaN
139.075,NaN,5.493e4,NaN
139.091,NaN,5.492e4,NaN
139.108,NaN,5.492e4,NaN
139.126,NaN,5.492e4,NaN
139.145,NaN,5.491e4,NaN
139.165,NaN,5.491e4,NaN
139.186,NaN,5.491e4,NaN
139.209,NaN,5.49e4,NaN
139.233,NaN,5.49e4,NaN
139.26,NaN,5.489e4,NaN
139.288,NaN,5.489e4,NaN
139.318,NaN,5.488e4,NaN
139.351,NaN,5.488e4,NaN
139.387,NaN,5.487e4,NaN
139.427,NaN,5.487e4,NaN
139.471,NaN,5.486e4,NaN
139.519,NaN,5.485e4,NaN
139.573,NaN,5.485e4,NaN
139.634,NaN,5.484e4,NaN
139.704,NaN,5.483e4,NaN
139.785,NaN,5.482e4,NaN
139.879,NaN,5.481e4,NaN
139.99,NaN,5.479e4,NaN
140.123,NaN,5.478e4,NaN
140.296,NaN,5.476e4,NaN
140.523,NaN,5.474e4,NaN
140.832,NaN,5.471e4,NaN
141.324,NaN,5.468e4,NaN
141.824,NaN,5.462e4,NaN
142.324,NaN,5.456e4,NaN
142.824,NaN,5.451e4,NaN
143.324,NaN,5.445e4,NaN
143.824,NaN,5.44e4,NaN
144.324,NaN,5.434e4,NaN
144.824,NaN,5.429e4,NaN
145.324,NaN,5.423e4,NaN
145.824,NaN,5.418e4,NaN
146.324,NaN,5.412e4,NaN
146.824,NaN,5.407e4,NaN
147.324,NaN,5.401e4,NaN
147.824,NaN,5.395e4,NaN
148.324,NaN,5.39e4,NaN
148.824,NaN,5.384e4,NaN
149.324,NaN,5.379e4,NaN
149.824,NaN,5.373e4,NaN
150.324,NaN,5.368e4,NaN
150.824,NaN,5.363e4,NaN
151.324,NaN,5.357e4,NaN
151.824,NaN,5.352e4,NaN
152.324,NaN,5.346e4,NaN
152.824,NaN,5.341e4,NaN
153.324,NaN,5.335e4,NaN
153.824,NaN,5.33e4,NaN
154.324,NaN,5.324e4,NaN
154.824,NaN,5.319e4,NaN
155.324,NaN,5.313e4,NaN
155.824,NaN,5.308e4,NaN
156.324,NaN,5.303e4,NaN
156.824,NaN,5.297e4,NaN
157.015,NaN,5.292e4,NaN
